post_id,post_topic,content_type,engagement,post_age_hours,author_experience,author_network_size
P04336,Data Science,Job Opportunity,0.3076,40.5,6.7,141
P04337,Design,Job Opportunity,0.3807,9.8,3.5,308
P04338,Marketing,Image,0.2187,18.6,17.8,253
P04339,Design,Text,0.7199,59.4,4.5,925
P04340,AI,Article,0.2162,3.4,3.4,209
P04341,Leadership,Text,0.4554,37.1,6.3,127
P04342,Software,Article,0.443,49.8,8.2,300
P04343,AI,Video,0.2405,5.3,3.2,143
P04344,Software,Text,0.1078,28.1,2.2,713
P04345,Design,Video,0.2569,10.5,8.9,306
P04346,Data Science,Video,0.7822,28.5,0.4,127
P04347,Design,Article,0.5179,1.9,2.3,183
P04348,Machine Learning,Image,0.102,68.9,2.2,226
P04349,Marketing,Text,0.4895,32.9,3.2,255
P04350,Data Science,Article,0.4934,20.5,8.6,88
P04351,Software,Text,0.1671,5.8,9.4,129
P04352,Finance,Article,0.1839,15.7,4.8,404
P04353,Marketing,Text,0.5492,10.7,11.2,907
P04354,AI,Text,0.4025,58.1,13.6,215
P04355,Marketing,Article,0.1972,18.3,4.2,350
P04356,Software,Text,0.0748,11.4,7.2,2104
P04357,Career,Text,0.4269,68.2,2.8,394
P04358,Machine Learning,Image,0.4638,20.6,0.9,68
P04359,Software,Article,0.3523,13.8,4.8,510
P04360,Design,Text,0.4439,5.8,5.6,386
P04361,Software,Article,0.5025,31.4,6.9,229
P04362,Machine Learning,Article,0.4625,48.2,4.7,131
P04363,Finance,Text,0.3441,40.6,1.3,627
P04364,Marketing,Text,0.4298,8.0,3.7,37
P04365,Marketing,Image,0.1258,1.6,10.0,231
P04366,Data Science,Image,0.5078,16.1,1.5,244
P04367,AI,Job Opportunity,0.2693,1.3,4.6,185
P04368,Software,Job Opportunity,0.4772,50.3,3.4,298
P04369,AI,Article,0.2246,36.9,3.9,120
P04370,Career,Article,0.5821,1.5,9.1,507
P04371,Software,Text,0.6776,13.3,15.7,3367
P04372,Marketing,Video,0.1284,77.9,3.0,158
P04373,Software,Video,0.1966,58.1,1.7,454
P04374,Marketing,Text,0.6638,9.6,2.4,371
P04375,AI,Job Opportunity,0.3434,11.9,2.3,386
P04376,AI,Text,0.3283,7.9,4.9,226
P04377,Software,Job Opportunity,0.1135,7.4,9.0,331
P04378,Software,Job Opportunity,0.2104,31.4,3.7,389
P04379,Software,Text,0.1698,23.6,2.6,625
P04380,Software,Article,0.3534,45.4,9.2,591
P04381,Leadership,Text,0.5262,44.3,1.7,920
P04382,Data Science,Text,0.5546,47.0,5.0,183
P04383,Machine Learning,Job Opportunity,0.2761,17.2,6.9,382
P04384,Design,Job Opportunity,0.2383,37.9,2.1,291
P04385,Marketing,Article,0.6106,145.7,5.0,653
P04386,Data Science,Article,0.4542,51.0,9.1,94
P04387,Finance,Image,0.4748,28.1,3.6,791
P04388,Software,Video,0.3795,3.6,7.0,425
P04389,Data Science,Image,0.5137,121.9,1.3,862
P04390,AI,Text,0.4311,31.0,2.7,343
P04391,Career,Article,0.1077,28.5,2.0,286
P04392,Data Science,Text,0.3204,7.9,4.1,195
P04393,Leadership,Article,0.5005,28.5,2.6,238
P04394,AI,Text,0.0853,10.9,12.4,65
P04395,AI,Article,0.5872,1.3,6.1,290
P04396,Data Science,Text,0.3398,108.2,2.0,216
P04397,AI,Image,0.308,16.1,3.4,355
P04398,Design,Article,0.4985,44.5,3.4,188
P04399,AI,Job Opportunity,0.6391,23.5,9.2,436
P04400,Marketing,Article,0.1312,14.6,6.5,296
P04401,Data Science,Video,0.443,58.3,4.8,76
P04402,Machine Learning,Article,0.5366,25.3,6.7,342
P04403,Machine Learning,Image,0.1643,36.3,10.0,636
P04404,Software,Article,0.2924,7.9,17.4,674
P04405,AI,Text,0.3816,3.6,13.9,161
P04406,Marketing,Job Opportunity,0.5426,2.3,5.3,99
P04407,Software,Article,0.1328,48.1,3.9,788
P04408,AI,Image,0.0965,3.6,6.1,458
P04409,Machine Learning,Video,0.6541,62.8,8.2,152
P04410,Design,Text,0.2345,12.3,3.0,169
P04411,Software,Article,0.4155,5.0,5.6,337
P04412,Marketing,Image,0.3031,22.1,6.2,655
P04413,Data Science,Job Opportunity,0.3766,79.4,12.6,252
P04414,Finance,Article,0.2393,16.2,2.6,100
P04415,Career,Image,0.2749,21.5,1.3,72
P04416,Leadership,Image,0.0782,40.8,1.2,171
P04417,Finance,Video,0.1556,15.3,9.3,169
P04418,Machine Learning,Image,0.312,25.1,11.1,135
P04419,Career,Article,0.2401,68.5,3.7,1019
P04420,AI,Text,0.3493,18.0,8.2,94
P04421,Marketing,Job Opportunity,0.1816,52.1,10.3,182
P04422,Marketing,Image,0.3856,31.7,6.3,1832
P04423,Design,Text,0.4184,54.0,15.6,173
P04424,Machine Learning,Video,0.1289,46.9,4.4,325
P04425,Software,Article,0.4533,3.9,8.0,1021
P04426,AI,Article,0.3161,28.1,0.3,300
P04427,Software,Article,0.2324,38.1,13.4,449
P04428,Design,Article,0.3007,33.0,5.7,193
P04429,AI,Text,0.5704,32.5,6.2,164
P04430,Career,Text,0.3486,15.2,8.1,91
P04431,Design,Image,0.1989,1.9,9.8,278
P04432,Machine Learning,Job Opportunity,0.1496,13.4,4.9,446
P04433,Data Science,Text,0.3575,20.4,9.3,1554
P04434,Design,Article,0.2547,1.3,4.2,214
P04435,Leadership,Job Opportunity,0.4463,12.6,11.4,858
P04436,AI,Article,0.2862,28.7,8.4,697
P04437,Career,Text,0.2353,17.1,2.3,183
P04438,Career,Article,0.3452,7.6,2.2,338
P04439,Software,Job Opportunity,0.2719,30.1,9.7,341
P04440,Data Science,Text,0.3051,48.4,1.0,109
P04441,Software,Job Opportunity,0.0643,9.4,4.2,270
P04442,Finance,Job Opportunity,0.1189,14.8,8.8,168
P04443,Career,Job Opportunity,0.3133,41.8,3.3,274
P04444,Leadership,Image,0.2364,5.9,5.7,290
P04445,Design,Image,0.2912,25.4,3.2,317
P04446,AI,Job Opportunity,0.2144,10.5,2.2,204
P04447,Design,Article,0.0771,21.4,10.9,141
P04448,Design,Image,0.3586,2.2,2.6,80
P04449,Data Science,Article,0.3723,0.9,3.0,694
P04450,Machine Learning,Text,0.3458,1.6,4.0,335
P04451,Software,Text,0.2074,10.6,4.2,747
P04452,Design,Job Opportunity,0.3409,10.4,4.5,291
P04453,AI,Text,0.2929,15.5,10.5,324
P04454,AI,Video,0.3117,5.2,5.9,265
P04455,AI,Video,0.1887,1.9,3.5,245
P04456,Machine Learning,Video,0.2192,12.1,4.5,398
P04457,Career,Article,0.3142,70.8,7.3,258
P04458,AI,Video,0.3796,22.8,0.7,710
P04459,Design,Video,0.5266,27.6,4.1,998
P04460,Data Science,Job Opportunity,0.682,14.5,12.0,933
P04461,Finance,Job Opportunity,0.7452,231.6,5.0,1133
P04462,Marketing,Article,0.3368,20.9,5.4,132
P04463,Career,Article,0.2343,3.7,4.4,862
P04464,Marketing,Video,0.1991,41.8,10.6,354
P04465,AI,Text,0.2448,20.3,12.9,358
P04466,Career,Image,0.2681,0.5,0.4,186
P04467,AI,Image,0.4396,53.9,14.9,244
P04468,Finance,Article,0.1061,41.4,1.7,57
P04469,Career,Job Opportunity,0.7774,14.3,8.9,515
P04470,Finance,Text,0.6279,16.7,9.0,280
P04471,Data Science,Job Opportunity,0.3908,21.0,2.1,218
P04472,Software,Text,0.1133,42.1,4.2,961
P04473,Career,Job Opportunity,0.2787,13.2,5.9,333
P04474,Marketing,Article,0.6778,33.3,15.3,158
P04475,Career,Text,0.5651,14.8,5.7,326
P04476,Design,Article,0.7126,46.6,6.4,1300
P04477,Marketing,Image,0.2067,1.1,10.1,298
P04478,Data Science,Job Opportunity,0.2524,26.1,3.2,630
P04479,Marketing,Image,0.1087,10.4,2.9,185
P04480,Data Science,Video,0.2527,24.4,8.0,491
P04481,Machine Learning,Article,0.5162,44.7,6.7,389
P04482,Data Science,Job Opportunity,0.6756,79.0,4.1,331
P04483,Finance,Text,0.223,31.4,9.9,223
P04484,Software,Video,0.3019,48.4,13.1,263
P04485,Software,Text,0.2268,1.9,9.8,73
P04486,Marketing,Image,0.364,38.2,3.9,91
P04487,Machine Learning,Text,0.3007,92.3,5.5,95
P04488,AI,Text,0.0617,41.5,3.2,97
P04489,Leadership,Article,0.5046,50.9,12.1,263
P04490,Career,Video,0.1991,7.4,5.3,221
P04491,Software,Text,0.5495,37.3,1.4,142
P04492,Machine Learning,Job Opportunity,0.5216,16.2,7.8,862
P04493,Finance,Image,0.1586,34.1,5.5,265
P04494,Machine Learning,Job Opportunity,0.6305,23.3,4.9,671
P04495,Career,Text,0.5307,19.7,1.5,101
P04496,AI,Video,0.7092,14.9,3.2,461
P04497,Finance,Text,0.2517,80.1,5.8,723
P04498,Data Science,Job Opportunity,0.0728,51.3,8.8,452
P04499,Finance,Text,0.5152,50.0,7.0,230
P04500,Leadership,Text,0.5095,47.6,2.8,262
P04501,Software,Text,0.5205,11.4,3.6,431
P04502,Design,Text,0.6569,1.5,2.6,344
P04503,Design,Job Opportunity,0.1461,22.3,4.4,788
P04504,Data Science,Article,0.1902,9.1,8.6,155
P04505,Data Science,Video,0.0878,57.2,3.7,710
P04506,Software,Text,0.1129,30.3,4.3,417
P04507,Career,Article,0.1676,10.8,5.1,386
P04508,Leadership,Job Opportunity,0.3236,50.6,1.7,285
P04509,Finance,Image,0.2286,78.0,6.0,769
P04510,Leadership,Job Opportunity,0.334,141.4,5.6,162
P04511,Data Science,Text,0.1968,3.8,5.7,131
P04512,Leadership,Image,0.5559,1.1,2.5,336
P04513,Career,Video,0.6207,10.2,14.6,190
P04514,Data Science,Video,0.2238,32.5,15.2,416
P04515,Marketing,Article,0.2474,37.1,4.2,1502
P04516,Marketing,Article,0.5199,13.2,1.0,350
P04517,AI,Article,0.1339,36.9,0.4,386
P04518,AI,Image,0.3353,46.4,2.3,1166
P04519,Software,Image,0.1803,57.0,2.4,447
P04520,Software,Video,0.1635,2.2,4.5,767
P04521,Machine Learning,Article,0.2345,50.4,3.1,265
P04522,Design,Image,0.2285,18.5,3.7,314
P04523,Marketing,Article,0.552,6.0,9.9,192
P04524,AI,Job Opportunity,0.2345,2.9,3.4,473
P04525,Design,Text,0.373,14.7,12.1,483
P04526,Software,Video,0.4534,5.4,5.2,581
P04527,Design,Article,0.4451,30.8,5.4,463
P04528,Software,Text,0.1522,28.3,8.9,294
P04529,AI,Text,0.2657,24.6,9.9,510
P04530,Machine Learning,Text,0.3419,0.8,6.9,1069
P04531,Data Science,Article,0.3586,12.9,5.2,365
P04532,Design,Text,0.2221,7.6,3.8,114
P04533,Finance,Article,0.6263,20.0,1.1,150
P04534,Machine Learning,Job Opportunity,0.5642,30.1,9.3,400
P04535,Software,Text,0.1203,11.0,7.7,165
P04536,Finance,Text,0.3402,20.0,3.7,221
P04537,Finance,Video,0.4882,1.1,3.5,216
P04538,Career,Image,0.3922,8.3,10.2,453
P04539,AI,Article,0.3241,174.2,0.4,1174
P04540,AI,Video,0.2967,47.7,5.2,100
P04541,Leadership,Job Opportunity,0.1939,41.6,4.6,749
P04542,AI,Text,0.3454,15.4,9.3,723
P04543,Leadership,Article,0.4696,101.8,7.6,409
P04544,Data Science,Article,0.3125,35.4,2.1,280
P04545,Data Science,Job Opportunity,0.223,0.1,3.4,607
P04546,Machine Learning,Article,0.6142,1.0,0.7,346
P04547,Leadership,Article,0.1193,13.2,5.7,290
P04548,Machine Learning,Job Opportunity,0.5773,0.3,3.5,78
P04549,AI,Job Opportunity,0.1936,30.1,1.8,477
P04550,Marketing,Text,0.3226,1.5,2.4,1008
P04551,Machine Learning,Article,0.2802,79.5,13.3,108
P04552,Machine Learning,Video,0.1967,18.8,3.8,163
P04553,Machine Learning,Image,0.1253,6.1,6.5,227
P04554,Marketing,Text,0.1866,62.2,0.8,264
P04555,Leadership,Article,0.1363,14.5,8.6,186
P04556,Design,Job Opportunity,0.4385,3.1,6.7,910
P04557,Design,Image,0.0777,20.0,9.0,1627
P04558,Software,Text,0.142,7.7,1.7,394
P04559,Machine Learning,Job Opportunity,0.253,57.8,15.1,194
P04560,Machine Learning,Video,0.5397,1.1,10.7,375
P04561,Machine Learning,Job Opportunity,0.7306,64.0,1.6,134
P04562,AI,Article,0.4105,53.8,3.4,278
P04563,Marketing,Text,0.3463,81.3,6.7,510
P04564,AI,Video,0.1568,16.2,1.7,556
P04565,AI,Text,0.4522,8.7,13.0,515
P04566,Data Science,Text,0.3367,4.6,8.2,226
P04567,Career,Video,0.0368,5.4,3.4,366
P04568,Finance,Video,0.127,23.5,7.6,249
P04569,Data Science,Text,0.7285,92.0,3.6,665
P04570,Machine Learning,Text,0.5093,20.7,13.5,460
P04571,Leadership,Video,0.0207,17.7,5.6,1241
P04572,Software,Video,0.5028,11.5,6.5,428
P04573,Design,Text,0.3511,66.3,2.3,166
P04574,Machine Learning,Text,0.3907,13.0,4.0,125
P04575,Career,Article,0.3625,96.2,10.1,374
P04576,Leadership,Image,0.3161,28.7,4.3,51
P04577,Data Science,Image,0.3136,15.4,2.2,238
P04578,Data Science,Video,0.2126,37.4,1.6,206
P04579,Design,Video,0.5366,19.5,6.0,173
P04580,Leadership,Article,0.193,22.7,1.2,368
P04581,AI,Text,0.4582,126.9,1.1,144
P04582,Finance,Text,0.1088,8.9,0.7,93
P04583,Leadership,Text,0.2848,19.4,6.2,487
P04584,Data Science,Article,0.1357,18.7,0.6,245
P04585,Leadership,Article,0.4204,89.1,5.6,430
P04586,Marketing,Job Opportunity,0.4502,0.6,5.1,378
P04587,Software,Video,0.0705,35.2,3.4,502
P04588,AI,Job Opportunity,0.662,5.8,4.9,390
P04589,AI,Video,0.4939,2.7,7.2,524
P04590,Leadership,Image,0.4275,48.8,11.7,1275
P04591,Leadership,Article,0.2319,39.6,4.4,429
P04592,Data Science,Article,0.2988,20.9,5.7,514
P04593,Finance,Video,0.2688,56.4,2.1,359
P04594,Finance,Text,0.3607,61.6,5.6,72
P04595,Career,Article,0.5222,14.7,4.5,295
P04596,Finance,Video,0.2542,16.9,6.7,964
P04597,Marketing,Article,0.417,20.5,2.0,486
P04598,Marketing,Article,0.5084,8.4,15.7,224
P04599,Machine Learning,Job Opportunity,0.3276,14.6,3.7,443
P04600,Leadership,Video,0.5087,1.9,6.0,135
P04601,Design,Text,0.0323,18.4,0.4,573
P04602,AI,Article,0.3541,1.7,5.1,223
P04603,AI,Job Opportunity,0.1382,22.9,6.2,378
P04604,Finance,Job Opportunity,0.0444,54.6,9.5,146
P04605,Leadership,Text,0.3211,16.2,6.6,392
P04606,AI,Text,0.5261,4.4,12.5,48
P04607,Leadership,Video,0.2742,10.0,10.0,233
P04608,Software,Article,0.636,56.8,1.5,179
P04609,Machine Learning,Text,0.1627,42.2,12.8,184
P04610,Machine Learning,Article,0.461,2.0,4.0,21
P04611,Finance,Article,0.1259,55.0,4.9,190
P04612,Marketing,Video,0.2277,10.1,1.3,406
P04613,Finance,Text,0.2379,8.6,9.1,161
P04614,Marketing,Video,0.3841,21.8,4.3,476
P04615,Career,Text,0.1331,72.2,4.5,675
P04616,Career,Text,0.2243,24.8,5.3,416
P04617,Leadership,Job Opportunity,0.5276,12.8,8.3,447
P04618,Finance,Text,0.4779,88.0,11.9,407
P04619,Machine Learning,Text,0.182,12.5,1.2,508
P04620,Leadership,Text,0.4835,51.2,3.9,192
P04621,Leadership,Job Opportunity,0.3725,4.9,2.4,165
P04622,Design,Video,0.5209,8.9,9.4,169
P04623,Leadership,Article,0.2658,27.6,7.8,562
P04624,Machine Learning,Article,0.5337,9.4,6.6,167
P04625,Marketing,Video,0.185,39.1,4.6,259
P04626,Leadership,Image,0.4828,29.1,8.4,232
P04627,Design,Article,0.1926,2.1,5.7,377
P04628,Software,Text,0.1426,76.4,7.1,539
P04629,Career,Video,0.129,34.4,11.1,539
P04630,Software,Text,0.3545,25.3,7.2,78
P04631,Data Science,Video,0.0432,142.7,4.5,431
P04632,Design,Text,0.1694,119.2,2.9,315
P04633,Machine Learning,Video,0.3315,14.2,2.9,375
P04634,Machine Learning,Image,0.51,32.1,3.6,250
P04635,Career,Job Opportunity,0.8175,12.3,6.5,172
P04636,Design,Video,0.221,14.8,11.8,708
P04637,AI,Text,0.4683,1.1,2.6,278
P04638,Career,Video,0.5152,57.5,10.8,867
P04639,Marketing,Image,0.2394,10.1,3.3,318
P04640,Career,Text,0.2429,43.8,11.9,325
P04641,Finance,Text,0.0846,15.7,3.3,188
P04642,Marketing,Article,0.2489,28.7,3.1,323
P04643,Software,Video,0.2369,23.0,1.4,685
P04644,Marketing,Text,0.3502,24.8,3.9,295
P04645,Data Science,Article,0.5933,50.0,3.5,387
P04646,Data Science,Video,0.0973,22.3,7.2,1205
P04647,Software,Job Opportunity,0.3107,6.0,2.7,126
P04648,Data Science,Article,0.3349,39.7,5.8,156
P04649,Machine Learning,Text,0.4696,71.5,3.5,420
P04650,Career,Job Opportunity,0.3678,22.6,8.8,84
P04651,Data Science,Job Opportunity,0.6154,17.8,8.0,497
P04652,Data Science,Text,0.6094,86.6,7.5,174
P04653,Design,Article,0.359,64.5,0.5,230
P04654,Finance,Text,0.4662,2.2,2.6,650
P04655,Leadership,Text,0.1956,7.5,9.3,121
P04656,Design,Text,0.1685,30.5,3.2,67
P04657,Career,Video,0.0724,26.9,8.7,61
P04658,Data Science,Image,0.3726,2.2,1.6,414
P04659,Finance,Video,0.3412,4.3,7.0,646
P04660,Career,Job Opportunity,0.5721,1.9,6.4,140
P04661,Finance,Image,0.4289,40.8,6.6,771
P04662,Software,Text,0.4926,4.4,12.7,312
P04663,Finance,Article,0.4225,87.4,2.4,339
P04664,AI,Image,0.0845,16.7,8.8,688
P04665,Career,Video,0.1821,60.6,5.8,79
P04666,Marketing,Text,0.2129,162.8,14.6,549
P04667,Software,Article,0.5339,59.4,3.7,75
P04668,Finance,Video,0.457,7.3,10.0,89
P04669,AI,Article,0.2436,33.6,13.6,101
P04670,Career,Image,0.4768,15.5,2.5,517
P04671,Finance,Article,0.592,8.3,3.5,542
P04672,AI,Video,0.1953,73.7,8.8,643
P04673,Finance,Text,0.5224,7.0,7.3,307
P04674,AI,Text,0.5314,29.8,4.4,233
P04675,Data Science,Image,0.5023,52.0,6.0,470
P04676,Career,Text,0.4893,2.6,4.3,279
P04677,Marketing,Article,0.1562,0.5,4.4,370
P04678,Finance,Article,0.3467,39.7,3.2,295
P04679,Finance,Article,0.6435,29.7,7.8,299
P04680,Finance,Text,0.2119,5.4,3.4,1590
P04681,AI,Article,0.2476,13.1,1.4,644
P04682,Software,Text,0.6431,15.7,5.2,459
P04683,Career,Video,0.4311,10.7,6.5,230
P04684,Design,Job Opportunity,0.608,32.1,2.1,328
P04685,Machine Learning,Article,0.4869,8.9,5.9,686
P04686,Design,Job Opportunity,0.517,100.9,2.1,362
P04687,AI,Job Opportunity,0.5251,85.6,2.8,227
P04688,Finance,Video,0.2972,5.3,3.0,82
P04689,Career,Image,0.6046,4.9,7.5,233
P04690,Machine Learning,Text,0.6577,42.6,2.3,541
P04691,Design,Article,0.6171,28.8,9.7,114
P04692,Design,Job Opportunity,0.2854,65.5,10.6,1010
P04693,Data Science,Job Opportunity,0.3622,51.6,2.8,381
P04694,Design,Text,0.4628,30.2,7.3,961
P04695,AI,Article,0.0388,1.8,6.5,294
P04696,Finance,Article,0.3918,18.7,6.2,54
P04697,Software,Text,0.4439,26.4,10.9,227
P04698,Marketing,Job Opportunity,0.3661,2.2,4.1,183
P04699,Software,Article,0.3166,46.1,5.9,156
P04700,Data Science,Video,0.3384,70.7,6.9,455
P04701,Leadership,Image,0.329,40.9,0.9,150
P04702,Machine Learning,Text,0.4225,3.8,8.4,98
P04703,Career,Video,0.0892,1.3,14.1,186
P04704,Leadership,Text,0.0622,15.3,1.0,599
P04705,Software,Article,0.2607,20.6,6.1,249
P04706,Leadership,Text,0.7712,17.6,4.6,149
P04707,Software,Article,0.3086,44.4,6.5,221
P04708,Finance,Video,0.6241,51.4,8.4,731
P04709,Marketing,Text,0.3373,16.9,3.2,450
P04710,Career,Image,0.4652,32.1,6.6,467
P04711,Data Science,Video,0.2924,13.4,11.0,444
P04712,Finance,Job Opportunity,0.4237,20.2,9.2,81
P04713,Data Science,Image,0.4308,4.1,7.9,276
P04714,Career,Video,0.1295,42.9,4.2,680
P04715,Career,Text,0.3266,58.3,3.8,53
P04716,Machine Learning,Text,0.2188,77.1,6.2,64
P04717,AI,Image,0.2894,20.4,6.2,128
P04718,Design,Video,0.1045,90.4,9.2,166
P04719,Machine Learning,Video,0.3181,20.5,6.1,312
P04720,Machine Learning,Article,0.4349,27.3,8.4,107
P04721,Machine Learning,Article,0.4725,20.6,1.4,452
P04722,Machine Learning,Article,0.4123,30.4,7.7,1803
P04723,AI,Article,0.404,45.9,7.9,191
P04724,Marketing,Image,0.4604,76.1,10.5,98
P04725,Finance,Text,0.3057,12.3,1.0,215
P04726,AI,Text,0.4203,48.7,12.4,467
P04727,Marketing,Article,0.2549,28.5,4.8,341
P04728,Machine Learning,Image,0.913,12.2,4.0,546
P04729,Finance,Article,0.3149,52.1,8.7,242
P04730,Leadership,Article,0.4259,37.6,4.4,393
P04731,Data Science,Image,0.3262,41.4,0.6,2357
P04732,Software,Video,0.4487,20.6,7.0,220
P04733,Design,Article,0.2009,30.5,7.0,300
P04734,Career,Article,0.1212,10.3,19.8,434
P04735,Career,Text,0.6267,46.5,18.2,2234
P04736,Machine Learning,Video,0.3763,13.3,10.1,601
P04737,Software,Article,0.1528,8.5,3.1,329
P04738,Data Science,Video,0.2828,12.2,7.3,209
P04739,Machine Learning,Text,0.338,34.4,2.4,890
P04740,Data Science,Video,0.1009,110.0,5.2,283
P04741,Software,Video,0.1561,113.1,4.3,1026
P04742,Finance,Image,0.0776,38.6,14.7,246
P04743,Leadership,Article,0.2845,16.5,4.7,188
P04744,Data Science,Article,0.5841,73.8,9.5,94
P04745,Leadership,Article,0.1582,0.9,5.8,457
P04746,Data Science,Article,0.0793,6.5,9.6,71
P04747,Finance,Text,0.0714,21.3,0.9,825
P04748,Software,Article,0.4625,64.3,5.1,96
P04749,AI,Image,0.1512,9.5,9.4,70
P04750,AI,Image,0.2959,93.9,9.5,292
P04751,Machine Learning,Video,0.6068,3.5,8.2,650
P04752,Marketing,Text,0.3351,8.7,3.9,275
P04753,AI,Video,0.4119,8.9,8.3,558
P04754,Finance,Video,0.169,30.7,7.5,391
P04755,Machine Learning,Video,0.3969,29.1,6.1,523
P04756,Data Science,Article,0.1181,10.6,9.0,1069
P04757,Software,Job Opportunity,0.4723,13.0,2.7,172
P04758,Machine Learning,Text,0.3792,45.6,5.0,343
P04759,Finance,Text,0.6823,25.5,1.6,64
P04760,Design,Text,0.678,24.1,1.9,905
P04761,Marketing,Article,0.2038,34.6,3.0,231
P04762,Software,Job Opportunity,0.2496,103.8,13.5,317
P04763,Career,Video,0.623,82.8,9.4,234
P04764,Design,Job Opportunity,0.3874,1.8,3.4,176
P04765,Leadership,Job Opportunity,0.3607,59.0,4.5,554
P04766,Machine Learning,Video,0.4074,10.3,4.1,477
P04767,Machine Learning,Image,0.1538,18.7,7.5,195
P04768,Design,Job Opportunity,0.4134,58.0,2.9,1214
P04769,Design,Article,0.436,18.4,14.9,601
P04770,Data Science,Text,0.5876,23.6,15.4,1101
P04771,Finance,Text,0.708,8.5,6.7,68
P04772,Finance,Video,0.8051,25.1,4.1,183
P04773,Career,Image,0.4383,123.4,11.4,660
P04774,Software,Text,0.3476,74.7,9.1,114
P04775,Leadership,Image,0.2737,16.2,2.5,218
P04776,Design,Video,0.6173,42.1,5.3,134
P04777,Software,Text,0.2974,19.8,5.2,419
P04778,Software,Video,0.2159,16.2,0.7,232
P04779,Machine Learning,Job Opportunity,0.5726,12.4,8.6,136
P04780,Leadership,Text,0.7224,35.2,4.3,1223
P04781,Software,Text,0.3275,11.8,6.5,515
P04782,AI,Video,0.4157,8.7,10.8,506
P04783,Finance,Text,0.7102,20.3,5.9,359
P04784,Marketing,Article,0.2878,88.7,8.9,608
P04785,AI,Job Opportunity,0.321,42.2,5.0,478
P04786,Leadership,Article,0.485,72.8,1.6,72
P04787,Marketing,Article,0.2869,3.8,12.7,1469
P04788,Finance,Job Opportunity,0.327,74.2,13.2,1287
P04789,Data Science,Video,0.2747,16.5,2.4,220
P04790,Marketing,Text,0.3285,9.8,15.7,84
P04791,Leadership,Text,0.5752,65.8,4.6,133
P04792,Leadership,Article,0.2417,10.4,5.5,137
P04793,Data Science,Article,0.1961,0.6,8.4,405
P04794,Finance,Job Opportunity,0.1729,3.0,7.1,230
P04795,Software,Article,0.054,6.3,1.1,196
P04796,Machine Learning,Article,0.6669,94.1,11.6,529
P04797,Career,Image,0.5128,80.4,5.0,294
P04798,Data Science,Job Opportunity,0.1202,1.2,3.8,692
P04799,Software,Video,0.1293,3.0,8.1,309
P04800,Leadership,Article,0.6957,42.3,6.5,1252
P04801,Leadership,Text,0.5352,19.0,12.8,1946
P04802,Software,Job Opportunity,0.317,11.8,12.2,392
P04803,Machine Learning,Video,0.4906,7.6,3.8,252
P04804,Marketing,Image,0.2875,7.4,4.7,308
P04805,Design,Text,0.2513,41.7,2.4,758
P04806,Machine Learning,Image,0.448,49.0,12.2,652
P04807,Software,Job Opportunity,0.4479,28.6,10.2,71
P04808,Design,Text,0.2797,4.4,3.8,507
P04809,Leadership,Text,0.2449,6.1,9.4,238
P04810,Marketing,Article,0.5284,61.3,3.0,405
P04811,Data Science,Image,0.4702,48.7,6.8,324
P04812,Finance,Article,0.3562,17.7,7.3,236
P04813,Machine Learning,Text,0.1016,2.3,6.5,86
P04814,Career,Video,0.6054,25.2,1.8,91
P04815,Finance,Image,0.1648,47.0,8.8,260
P04816,Career,Text,0.0507,5.7,3.3,291
P04817,Career,Job Opportunity,0.3731,11.4,2.0,308
P04818,AI,Article,0.3233,13.2,8.6,401
P04819,Career,Text,0.2197,5.9,13.1,168
P04820,Software,Video,0.5252,17.9,1.9,106
P04821,Software,Video,0.1897,15.9,0.7,716
P04822,Finance,Video,0.2963,47.6,3.8,508
P04823,Software,Video,0.4995,3.2,6.9,185
P04824,Data Science,Image,0.2683,3.9,3.0,653
P04825,Leadership,Image,0.3349,4.7,7.1,145
P04826,Software,Job Opportunity,0.6157,10.6,3.6,390
P04827,Marketing,Job Opportunity,0.4935,10.0,2.3,394
P04828,Data Science,Text,0.0778,99.6,0.9,196
P04829,Software,Video,0.1548,24.1,11.3,484
P04830,Machine Learning,Text,0.1036,17.8,7.5,115
P04831,Career,Video,0.322,35.8,8.7,319
P04832,Machine Learning,Article,0.3215,28.0,0.4,320
P04833,Finance,Text,0.2361,14.2,4.5,135
P04834,Software,Job Opportunity,0.6658,11.9,12.4,543
P04835,Design,Video,0.2682,5.8,20.5,804
P04836,AI,Article,0.5409,39.4,9.9,311
P04837,Data Science,Text,0.2421,19.0,5.5,349
P04838,Finance,Text,0.5492,0.7,3.2,261
P04839,Design,Image,0.4206,1.5,7.3,303
P04840,Machine Learning,Article,0.2358,8.0,1.2,217
P04841,Career,Video,0.1618,0.6,2.5,328
P04842,AI,Video,0.2841,61.7,4.8,265
